flight_activity_id,passenger_key,airport_key,date_key,flight_status_key,passenger_count,is_international
20588,20588,1233,241,2,1,1
20589,20589,8119,136,3,1,1
20590,20590,3861,263,3,1,1
20591,20591,4969,166,1,1,1
20592,20592,1127,179,1,1,1
20593,20593,4874,12,2,1,1
20594,20594,3905,171,3,1,1
20595,20595,8923,309,3,1,1
20596,20596,2073,147,2,1,1
20597,20597,4258,176,2,1,1
20598,20598,1990,95,2,1,1
20599,20599,6352,146,1,1,1
20600,20600,6345,282,2,1,1
20601,20601,6449,8,3,1,1
20602,20602,2718,25,3,1,1
20603,20603,4113,349,2,1,1
20604,20604,9227,229,1,1,1
20605,20605,8969,23,3,1,1
20606,20606,9606,167,3,1,1
20607,20607,3137,220,3,1,1
20608,20608,2150,351,3,1,1
20609,20609,9589,318,3,1,1
20610,20610,3504,203,2,1,1
20611,20611,1706,24,1,1,1
20612,20612,4054,70,1,1,1
20613,20613,1296,282,2,1,1
20614,20614,4850,219,2,1,1
20615,20615,8011,336,2,1,1
20616,20616,625,309,1,1,1
20617,20617,9176,134,1,1,1
20618,20618,6847,88,2,1,1
20619,20619,7260,25,2,1,1
20620,20620,6477,137,1,1,1
20621,20621,5153,69,1,1,1
20622,20622,1317,113,2,1,1
20623,20623,8369,329,2,1,1
20624,20624,7191,66,1,1,1
20625,20625,2002,316,3,1,1
20626,20626,4752,86,1,1,1
20627,20627,4921,57,3,1,1
20628,20628,1292,77,1,1,1
20629,20629,9602,257,2,1,1
20630,20630,3573,256,1,1,1
20631,20631,2148,149,2,1,1
20632,20632,7588,71,1,1,1
20633,20633,1177,176,1,1,1
20634,20634,6323,11,2,1,1
20635,20635,210,21,1,1,1
20636,20636,7086,128,2,1,1
20637,20637,258,61,1,1,1
20638,20638,3319,270,1,1,1
20639,20639,2176,149,2,1,1
20640,20640,9065,120,2,1,1
20641,20641,4752,284,2,1,1
20642,20642,2867,361,3,1,1
20643,20643,70,79,3,1,1
20644,20644,1759,162,3,1,1
20645,20645,805,80,3,1,1
20646,20646,9363,330,3,1,1
20647,20647,8919,295,1,1,1
20648,20648,311,35,1,1,1
20649,20649,7466,154,1,1,1
20650,20650,3346,292,3,1,1
20651,20651,1855,135,3,1,1
20652,20652,763,309,1,1,1
20653,20653,5917,39,3,1,1
20654,20654,3350,338,3,1,1
20655,20655,1151,118,1,1,1
20656,20656,1532,292,3,1,1
20657,20657,5371,93,1,1,1
20658,20658,6073,164,3,1,1
20659,20659,492,296,2,1,1
20660,20660,7129,167,1,1,1
20661,20661,699,215,3,1,1
20662,20662,8906,102,3,1,1
20663,20663,3328,136,3,1,1
20664,20664,3534,172,3,1,1
20665,20665,223,170,3,1,1
20666,20666,1056,57,1,1,1
20667,20667,7263,93,2,1,1
20668,20668,7184,320,1,1,1
20669,20669,2955,175,3,1,1
20670,20670,9053,248,3,1,1
20671,20671,8910,312,2,1,1
20672,20672,3110,124,1,1,1
20673,20673,8433,336,3,1,1
20674,20674,2930,37,1,1,1
20675,20675,4103,218,1,1,1
20676,20676,249,63,3,1,1
20677,20677,3925,244,3,1,1
20678,20678,4972,295,1,1,1
20679,20679,2640,137,1,1,1
20680,20680,8595,347,1,1,1
20681,20681,4089,211,2,1,1
20682,20682,5295,41,2,1,1
20683,20683,132,68,2,1,1
20684,20684,8713,122,1,1,1
20685,20685,2173,59,3,1,1
20686,20686,7264,171,1,1,1
20687,20687,7472,74,2,1,1
20688,20688,520,339,1,1,1
20689,20689,2969,256,3,1,1
20690,20690,747,167,1,1,1
20691,20691,5830,284,1,1,1
20692,20692,3925,270,2,1,1
20693,20693,2445,343,1,1,1
20694,20694,8112,97,2,1,1
20695,20695,4131,132,1,1,1
20696,20696,2739,203,2,1,1
20697,20697,3844,197,1,1,1
20698,20698,4857,345,1,1,1
20699,20699,9185,98,2,1,1
20700,20700,4213,290,3,1,1
20701,20701,149,223,3,1,1
20702,20702,8532,294,2,1,1
20703,20703,2148,256,2,1,1
20704,20704,2060,192,2,1,1
20705,20705,8799,296,1,1,1
20706,20706,5773,336,1,1,1
20707,20707,1880,255,2,1,1
20708,20708,5472,291,2,1,1
20709,20709,6306,299,2,1,1
20710,20710,7547,176,2,1,1
20711,20711,5030,110,2,1,1
20712,20712,1251,294,1,1,1
20713,20713,2881,157,2,1,1
20714,20714,1477,258,2,1,1
20715,20715,8656,328,1,1,1
20716,20716,6944,58,1,1,1
20717,20717,4257,244,2,1,1
20718,20718,5281,177,1,1,1
20719,20719,5662,253,1,1,1
20720,20720,5539,2,1,1,1
20721,20721,3874,46,1,1,1
20722,20722,2278,213,1,1,1
20723,20723,4849,300,2,1,1
20724,20724,1072,9,1,1,1
20725,20725,9464,185,2,1,1
20726,20726,3980,341,1,1,1
20727,20727,2201,357,1,1,1
20728,20728,2755,226,1,1,1
20729,20729,5085,304,1,1,1
20730,20730,9599,346,3,1,1
20731,20731,1635,340,2,1,1
20732,20732,5796,303,2,1,1
20733,20733,7327,7,2,1,1
20734,20734,3681,296,2,1,1
20735,20735,2737,221,3,1,1
20736,20736,4185,15,3,1,1
20737,20737,8479,47,3,1,1
20738,20738,5440,311,3,1,1
20739,20739,6828,291,3,1,1
20740,20740,9047,124,1,1,1
20741,20741,4843,253,2,1,1
20742,20742,2350,244,2,1,1
20743,20743,2618,200,2,1,1
20744,20744,9165,87,3,1,1
20745,20745,1481,108,3,1,1
20746,20746,6067,317,1,1,1
20747,20747,2859,310,1,1,1
20748,20748,3624,256,2,1,1
20749,20749,1890,227,1,1,1
20750,20750,2584,134,1,1,1
20751,20751,4015,63,2,1,1
20752,20752,6594,362,2,1,1
20753,20753,847,43,3,1,1
20754,20754,9560,237,2,1,1
20755,20755,2438,299,3,1,1
20756,20756,7662,57,3,1,1
20757,20757,6155,280,1,1,1
20758,20758,9566,259,1,1,1
20759,20759,1698,171,2,1,1
20760,20760,3451,50,3,1,1
20761,20761,3328,201,1,1,1
20762,20762,6695,210,1,1,1
20763,20763,7546,261,1,1,1
20764,20764,7009,4,3,1,1
20765,20765,2002,70,1,1,1
20766,20766,8445,159,2,1,1
20767,20767,9404,246,2,1,1
20768,20768,2081,152,3,1,1
20769,20769,8405,7,1,1,1
20770,20770,8855,101,2,1,1
20771,20771,3485,180,2,1,1
20772,20772,2568,72,1,1,1
20773,20773,9030,209,3,1,1
20774,20774,7838,116,3,1,1
20775,20775,8321,183,1,1,1
20776,20776,2586,322,2,1,1
20777,20777,1847,296,1,1,1
20778,20778,6396,309,2,1,1
20779,20779,2275,209,2,1,1
20780,20780,5219,109,2,1,1
20781,20781,7435,287,3,1,1
20782,20782,8132,152,1,1,1
20783,20783,7095,318,2,1,1
20784,20784,4560,67,3,1,1
20785,20785,3694,129,2,1,1
20786,20786,8066,17,2,1,1
20787,20787,7478,153,2,1,1
20788,20788,5123,77,1,1,1
20789,20789,1288,347,2,1,1
20790,20790,3695,246,1,1,1
20791,20791,8176,33,3,1,1
20792,20792,6688,344,2,1,1
20793,20793,6020,17,1,1,0
20794,20794,983,287,2,1,1
20795,20795,2264,356,1,1,1
20796,20796,8201,144,1,1,1
20797,20797,3969,187,3,1,1
20798,20798,880,132,3,1,1
20799,20799,2322,10,2,1,1
20800,20800,1768,279,1,1,1
20801,20801,7657,91,3,1,1
20802,20802,5667,200,2,1,1
20803,20803,3306,27,3,1,1
20804,20804,2999,162,2,1,1
20805,20805,2663,253,3,1,1
20806,20806,8322,241,3,1,1
20807,20807,3350,50,1,1,1
20808,20808,354,81,1,1,1
20809,20809,5791,30,1,1,1
20810,20810,6170,310,1,1,1
20811,20811,1813,149,3,1,1
20812,20812,3800,179,2,1,1
20813,20813,5783,314,2,1,1
20814,20814,6236,303,1,1,1
20815,20815,5753,97,1,1,1
20816,20816,3397,330,1,1,1
20817,20817,5151,213,1,1,1
20818,20818,8099,78,2,1,1
20819,20819,422,244,2,1,1
20820,20820,8306,287,2,1,1
20821,20821,7297,18,2,1,1
20822,20822,117,84,2,1,1
20823,20823,7600,148,3,1,1
20824,20824,5090,303,2,1,1
20825,20825,8402,319,3,1,1
20826,20826,241,258,2,1,1
20827,20827,5539,262,2,1,1
20828,20828,1356,80,2,1,1
20829,20829,7166,279,1,1,1
20830,20830,931,297,2,1,1
20831,20831,5440,272,1,1,1
20832,20832,1375,168,2,1,1
20833,20833,4955,76,3,1,1
20834,20834,8864,307,1,1,1
20835,20835,8681,147,2,1,1
20836,20836,399,228,1,1,1
20837,20837,6694,208,2,1,1
20838,20838,5263,90,3,1,1
20839,20839,9644,297,2,1,1
20840,20840,1366,222,1,1,1
20841,20841,6843,335,3,1,1
20842,20842,8203,259,3,1,1
20843,20843,8476,58,1,1,1
20844,20844,6447,62,1,1,1
20845,20845,4573,5,3,1,1
20846,20846,7560,92,1,1,1
20847,20847,8467,51,3,1,1
20848,20848,5819,270,2,1,1
20849,20849,7288,271,3,1,0
20850,20850,7462,24,1,1,1
20851,20851,1848,213,2,1,1
20852,20852,2141,238,3,1,1
20853,20853,2454,169,3,1,1
20854,20854,8097,331,1,1,1
20855,20855,4642,142,1,1,1
20856,20856,1836,283,2,1,1
20857,20857,3750,58,3,1,1
20858,20858,854,220,2,1,1
20859,20859,3260,21,3,1,1
20860,20860,3443,200,3,1,1
20861,20861,3383,11,1,1,1
20862,20862,1635,246,3,1,1
20863,20863,4963,69,3,1,1
20864,20864,7287,353,2,1,1
20865,20865,9417,282,1,1,1
20866,20866,6127,41,2,1,1
20867,20867,400,204,1,1,1
20868,20868,365,275,1,1,1
20869,20869,6415,167,3,1,1
20870,20870,2439,261,1,1,1
20871,20871,4247,108,1,1,1
20872,20872,590,199,3,1,1
20873,20873,6315,57,1,1,1
20874,20874,8740,303,3,1,1
20875,20875,3339,31,1,1,1
20876,20876,1019,133,3,1,1
20877,20877,4312,105,2,1,1
20878,20878,320,270,3,1,1
20879,20879,8974,44,2,1,1
20880,20880,4759,1,2,1,1
20881,20881,8773,96,2,1,1
20882,20882,5760,276,2,1,1
20883,20883,9609,346,1,1,1
20884,20884,8422,250,3,1,1
20885,20885,4402,127,3,1,1
20886,20886,9109,135,2,1,1
20887,20887,1826,225,2,1,1
20888,20888,5620,183,3,1,1
20889,20889,3882,279,2,1,1
20890,20890,4963,243,1,1,1
20891,20891,8536,301,1,1,1
20892,20892,6311,42,3,1,1
20893,20893,5454,173,1,1,1
20894,20894,6641,325,1,1,1
20895,20895,6007,111,3,1,1
20896,20896,6405,97,3,1,1
20897,20897,7282,54,1,1,1
20898,20898,6144,291,2,1,1
20899,20899,8021,193,3,1,1
20900,20900,3965,360,3,1,1
20901,20901,7511,103,3,1,1
20902,20902,5644,111,3,1,1
20903,20903,6186,235,3,1,1
20904,20904,9329,245,3,1,1
20905,20905,1980,363,1,1,1
20906,20906,4375,213,3,1,1
20907,20907,8391,361,3,1,1
20908,20908,7501,78,3,1,1
20909,20909,8808,299,1,1,1
20910,20910,221,52,3,1,1
20911,20911,9597,180,1,1,0
20912,20912,8487,176,2,1,1
20913,20913,5463,32,2,1,1
20914,20914,5301,218,2,1,1
20915,20915,5875,205,1,1,1
20916,20916,2922,111,2,1,1
20917,20917,7510,222,3,1,1
20918,20918,1493,227,3,1,1
20919,20919,4925,154,2,1,1
20920,20920,7024,218,2,1,1
20921,20921,4175,102,3,1,1
20922,20922,910,315,3,1,1
20923,20923,1318,285,2,1,1
20924,20924,8224,105,3,1,1
20925,20925,8517,165,1,1,1
20926,20926,8962,4,2,1,1
20927,20927,9335,92,1,1,1
20928,20928,5768,261,3,1,1
20929,20929,7045,270,2,1,1
20930,20930,5621,230,3,1,1
20931,20931,2731,146,2,1,1
20932,20932,6766,336,3,1,1
20933,20933,3031,302,1,1,1
20934,20934,4837,69,1,1,1
20935,20935,9315,348,2,1,1
20936,20936,8188,304,2,1,1
20937,20937,1170,137,2,1,1
20938,20938,9612,296,1,1,1
20939,20939,2285,101,2,1,1
20940,20940,3869,312,2,1,1
20941,20941,8943,341,3,1,1
20942,20942,3933,249,2,1,1
20943,20943,5089,180,2,1,1
20944,20944,9009,78,3,1,1
20945,20945,7483,255,3,1,1
20946,20946,7248,172,1,1,1
20947,20947,4587,180,3,1,1
20948,20948,5187,108,1,1,1
20949,20949,5947,102,3,1,1
20950,20950,6409,300,2,1,1
20951,20951,8657,230,1,1,1
20952,20952,8608,52,3,1,1
20953,20953,1392,209,2,1,1
20954,20954,9484,58,1,1,1
20955,20955,7039,81,3,1,1
20956,20956,5625,194,3,1,1
20957,20957,1850,144,3,1,1
20958,20958,7339,296,1,1,1
20959,20959,9233,167,2,1,1
20960,20960,8745,273,3,1,1
20961,20961,3035,189,1,1,1
20962,20962,2692,145,3,1,1
20963,20963,1885,135,2,1,1
20964,20964,5225,85,3,1,1
20965,20965,2082,108,2,1,1
20966,20966,6389,37,2,1,1
20967,20967,148,99,2,1,1
20968,20968,5378,226,3,1,1
20969,20969,7486,240,1,1,1
20970,20970,2861,5,1,1,1
20971,20971,3987,356,3,1,1
20972,20972,7413,173,2,1,1
20973,20973,9701,338,1,1,1
20974,20974,296,207,1,1,1
20975,20975,9135,126,2,1,1
20976,20976,5372,235,3,1,1
20977,20977,2113,174,1,1,1
20978,20978,7494,5,2,1,1
20979,20979,7786,34,1,1,1
20980,20980,4536,86,1,1,1
20981,20981,1603,269,2,1,1
20982,20982,6586,139,3,1,1
20983,20983,8037,326,3,1,1
20984,20984,2686,308,2,1,1
20985,20985,2527,300,2,1,1
20986,20986,1764,121,1,1,1
20987,20987,6119,8,1,1,1
20988,20988,5032,37,2,1,1
20989,20989,1113,297,2,1,1
20990,20990,4664,350,2,1,1
20991,20991,6499,160,1,1,1
20992,20992,7063,359,3,1,1
20993,20993,9586,238,1,1,1
20994,20994,1158,236,1,1,1
20995,20995,8421,290,3,1,1
20996,20996,1410,230,3,1,1
20997,20997,5547,309,1,1,1
20998,20998,6559,317,2,1,1
20999,20999,1303,67,3,1,1
21000,21000,7828,37,2,1,1
21001,21001,1581,126,3,1,1
21002,21002,4359,6,1,1,1
21003,21003,4613,109,1,1,1
21004,21004,7383,328,1,1,1
21005,21005,8703,312,3,1,1
21006,21006,4529,251,3,1,1
21007,21007,8284,316,2,1,1
21008,21008,9218,174,3,1,1
21009,21009,4474,247,2,1,1
21010,21010,7252,12,2,1,1
21011,21011,613,260,3,1,1
21012,21012,1195,65,2,1,1
21013,21013,5038,256,3,1,1
21014,21014,8811,208,2,1,1
21015,21015,8051,298,2,1,1
21016,21016,8200,265,3,1,1
21017,21017,1684,117,2,1,1
21018,21018,7909,206,2,1,1
21019,21019,1090,93,2,1,1
21020,21020,6714,63,2,1,1
21021,21021,1845,255,3,1,1
21022,21022,5332,33,2,1,1
21023,21023,6115,364,2,1,1
21024,21024,8456,33,1,1,1
21025,21025,9521,184,1,1,1
21026,21026,6320,126,3,1,1
21027,21027,2631,294,2,1,1
21028,21028,4631,293,1,1,1
21029,21029,1658,40,2,1,1
21030,21030,787,339,2,1,1
21031,21031,4143,266,3,1,1
21032,21032,1046,53,2,1,1
21033,21033,3078,322,2,1,1
21034,21034,4222,138,1,1,1
21035,21035,831,250,2,1,1
21036,21036,8351,86,3,1,1
21037,21037,4632,233,2,1,1
21038,21038,7301,113,3,1,1
21039,21039,6437,228,3,1,1
21040,21040,3770,160,2,1,1
21041,21041,6802,300,2,1,1
21042,21042,7035,98,3,1,1
21043,21043,6746,227,1,1,1
21044,21044,7419,34,2,1,0
21045,21045,7736,119,2,1,1
21046,21046,2263,336,1,1,1
21047,21047,4073,238,2,1,1
21048,21048,9414,53,2,1,1
21049,21049,348,250,1,1,1
21050,21050,8153,204,1,1,1
21051,21051,8235,40,1,1,1
21052,21052,4272,83,1,1,1
21053,21053,5506,300,3,1,1
21054,21054,5085,70,2,1,1
21055,21055,1187,314,1,1,1
21056,21056,5176,104,3,1,1
21057,21057,6554,206,3,1,1
21058,21058,3340,162,2,1,1
21059,21059,5854,303,1,1,1
21060,21060,8899,36,1,1,1
21061,21061,2635,294,3,1,1
21062,21062,710,276,1,1,1
21063,21063,5876,15,1,1,1
21064,21064,3514,312,2,1,1
21065,21065,4918,55,3,1,1
21066,21066,9207,142,2,1,1
21067,21067,3266,215,1,1,1
21068,21068,1562,297,3,1,1
21069,21069,3204,60,2,1,1
21070,21070,2800,170,1,1,1
21071,21071,501,298,1,1,1
21072,21072,7636,354,2,1,1
21073,21073,7824,186,1,1,1
21074,21074,671,240,2,1,1
21075,21075,385,26,3,1,1
21076,21076,2564,249,3,1,1
21077,21077,551,30,1,1,1
21078,21078,8098,161,2,1,1
21079,21079,6144,219,3,1,1
21080,21080,2717,282,1,1,1
21081,21081,6008,361,3,1,1
21082,21082,3569,270,1,1,1
21083,21083,9048,135,3,1,1
21084,21084,1603,297,1,1,1
21085,21085,2925,210,3,1,1
21086,21086,3901,237,3,1,1
21087,21087,6259,18,1,1,1
21088,21088,9267,239,1,1,1
21089,21089,4604,64,1,1,1
21090,21090,4606,97,3,1,1
21091,21091,7331,124,3,1,1
21092,21092,387,134,1,1,1
21093,21093,4583,331,2,1,1
21094,21094,6994,184,1,1,1
21095,21095,416,190,2,1,1
21096,21096,7562,260,1,1,1
21097,21097,3636,110,1,1,1
21098,21098,4289,168,1,1,1
21099,21099,1873,172,1,1,1
21100,21100,8858,316,1,1,1
21101,21101,1304,292,3,1,1
21102,21102,7717,15,2,1,1
21103,21103,7008,157,1,1,1
21104,21104,403,116,1,1,1
21105,21105,4161,49,2,1,1
21106,21106,9312,145,3,1,1
21107,21107,2415,231,2,1,1
21108,21108,8907,48,3,1,1
21109,21109,3907,125,2,1,1
21110,21110,1241,93,2,1,1
21111,21111,8657,322,2,1,1
21112,21112,9588,286,3,1,0
21113,21113,3638,315,2,1,1
21114,21114,3682,47,1,1,1
21115,21115,6913,2,1,1,1
21116,21116,463,28,2,1,1
21117,21117,4298,183,1,1,1
21118,21118,4918,195,1,1,1
21119,21119,4402,317,3,1,1
21120,21120,1840,216,2,1,0
21121,21121,1270,109,2,1,1
21122,21122,1178,255,1,1,1
21123,21123,9666,316,1,1,1
21124,21124,4636,2,1,1,1
21125,21125,7446,153,3,1,1
21126,21126,9291,28,3,1,1
21127,21127,6640,322,1,1,1
21128,21128,1449,321,3,1,1
21129,21129,688,361,3,1,1
21130,21130,7274,68,2,1,1
21131,21131,1973,40,2,1,1
21132,21132,8428,149,3,1,1
21133,21133,8354,12,1,1,1
21134,21134,5772,63,1,1,1
21135,21135,1178,254,3,1,1
21136,21136,4973,45,1,1,1
21137,21137,4104,16,2,1,1
21138,21138,8508,267,3,1,1
21139,21139,1808,83,3,1,1
21140,21140,5738,182,2,1,1
21141,21141,4627,248,1,1,1
21142,21142,6677,60,2,1,1
21143,21143,2094,326,2,1,1
21144,21144,1495,181,2,1,1
21145,21145,967,265,3,1,1
21146,21146,7934,62,2,1,1
21147,21147,9326,50,2,1,1
21148,21148,994,97,1,1,1
21149,21149,8994,209,3,1,1
21150,21150,1957,23,3,1,1
21151,21151,3260,261,3,1,1
21152,21152,2894,364,3,1,1
21153,21153,9156,331,3,1,1
21154,21154,8249,289,3,1,1
21155,21155,3070,72,1,1,1
21156,21156,2124,175,3,1,1
21157,21157,9104,95,3,1,1
21158,21158,3611,102,3,1,1
21159,21159,2327,62,3,1,1
21160,21160,8670,353,2,1,1
21161,21161,4294,233,3,1,1
21162,21162,7997,32,3,1,1
21163,21163,1126,67,3,1,1
21164,21164,2639,192,1,1,1
21165,21165,6092,259,3,1,1
21166,21166,4671,198,1,1,1
21167,21167,3930,137,1,1,1
21168,21168,5720,153,1,1,1
21169,21169,8063,161,3,1,1
21170,21170,6168,170,2,1,1
21171,21171,5555,40,2,1,1
21172,21172,3586,180,2,1,1
21173,21173,9676,139,1,1,1
21174,21174,8961,24,3,1,1
21175,21175,4998,96,1,1,1
21176,21176,8205,92,1,1,1
21177,21177,7318,156,1,1,0
21178,21178,9185,56,3,1,1
21179,21179,8651,326,2,1,1
21180,21180,2818,33,2,1,1
21181,21181,7667,318,3,1,1
21182,21182,2621,287,3,1,1
21183,21183,5551,59,3,1,1
21184,21184,6599,113,3,1,1
21185,21185,3788,267,2,1,1
21186,21186,1807,352,2,1,1
21187,21187,5306,202,3,1,1
21188,21188,9014,277,1,1,1
21189,21189,3453,18,2,1,1
21190,21190,7958,277,3,1,1
21191,21191,426,195,3,1,1
21192,21192,6368,23,1,1,1
21193,21193,1990,127,2,1,1
21194,21194,1610,355,3,1,1
21195,21195,4666,127,2,1,1
21196,21196,2581,170,1,1,1
21197,21197,5414,231,2,1,1
21198,21198,4708,34,3,1,1
21199,21199,7583,180,2,1,1
21200,21200,3858,104,1,1,1
21201,21201,9686,27,3,1,1
21202,21202,8994,130,1,1,1
21203,21203,8703,32,1,1,1
21204,21204,3069,161,2,1,1
21205,21205,5074,193,3,1,1
21206,21206,3488,130,2,1,0
21207,21207,3150,177,1,1,1
21208,21208,206,97,1,1,1
21209,21209,2211,301,3,1,1
21210,21210,4250,146,2,1,1
21211,21211,8655,278,1,1,1
21212,21212,6497,171,2,1,1
21213,21213,5721,353,1,1,1
21214,21214,1064,50,3,1,1
21215,21215,694,157,3,1,1
21216,21216,2460,90,2,1,1
21217,21217,6241,212,1,1,1
21218,21218,8868,54,1,1,1
21219,21219,4628,360,1,1,1
21220,21220,2755,60,3,1,1
21221,21221,8774,125,3,1,1
21222,21222,3950,155,1,1,1
21223,21223,4878,186,3,1,1
21224,21224,4147,45,2,1,1
21225,21225,8416,49,2,1,1
21226,21226,7735,245,1,1,1
21227,21227,3440,3,3,1,1
21228,21228,3520,230,1,1,1
21229,21229,6069,279,2,1,1
21230,21230,2468,277,1,1,1
21231,21231,4579,126,1,1,1
21232,21232,386,254,3,1,1
21233,21233,3685,354,3,1,1
21234,21234,7223,187,3,1,1
21235,21235,8207,335,2,1,1
21236,21236,1402,283,2,1,1
21237,21237,6788,72,2,1,1
21238,21238,3481,261,1,1,1
21239,21239,2891,234,1,1,1
21240,21240,8149,126,2,1,1
21241,21241,3751,311,2,1,1
21242,21242,2996,304,3,1,1
21243,21243,1101,244,2,1,1
21244,21244,4079,280,2,1,1
21245,21245,242,247,3,1,1
21246,21246,5545,1,3,1,1
21247,21247,5420,40,2,1,1
21248,21248,4766,95,1,1,1
21249,21249,8368,161,3,1,1
21250,21250,4504,114,1,1,1
21251,21251,785,242,3,1,1
21252,21252,3224,46,1,1,1
21253,21253,8479,22,3,1,0
21254,21254,6500,209,2,1,1
21255,21255,4562,112,3,1,1
21256,21256,1970,138,1,1,1
21257,21257,8795,246,2,1,1
21258,21258,373,6,3,1,1
21259,21259,6992,148,3,1,1
21260,21260,4840,329,2,1,1
21261,21261,7261,271,2,1,1
21262,21262,2085,218,2,1,1
21263,21263,8563,213,3,1,1
21264,21264,2563,229,1,1,1
21265,21265,1831,17,1,1,1
21266,21266,2709,40,2,1,1
21267,21267,9348,363,2,1,0
21268,21268,3303,172,2,1,1
21269,21269,2707,45,3,1,1
21270,21270,4537,108,1,1,1
21271,21271,4562,45,3,1,1
21272,21272,702,288,1,1,1
21273,21273,6571,186,2,1,1
21274,21274,3803,147,2,1,1
21275,21275,6637,159,3,1,1
21276,21276,8974,94,3,1,1
21277,21277,5833,258,3,1,1
21278,21278,3253,245,3,1,1
21279,21279,1206,237,1,1,1
21280,21280,4379,74,1,1,1
21281,21281,418,323,1,1,1
21282,21282,7315,270,1,1,1
21283,21283,693,73,3,1,1
21284,21284,2761,81,2,1,1
21285,21285,2354,231,3,1,1
21286,21286,3875,233,1,1,1
21287,21287,1386,119,1,1,1
21288,21288,9104,251,2,1,1
21289,21289,1998,184,1,1,1
21290,21290,2252,75,1,1,1
21291,21291,3950,148,2,1,1
21292,21292,8903,134,1,1,1
21293,21293,6227,305,1,1,1
21294,21294,3574,167,3,1,1
21295,21295,2253,221,1,1,1
21296,21296,7595,49,3,1,1
21297,21297,4963,214,3,1,1
21298,21298,2388,63,1,1,1
21299,21299,6902,72,2,1,1
21300,21300,2092,341,3,1,1
21301,21301,7192,354,1,1,1
21302,21302,1672,56,2,1,1
21303,21303,2874,58,2,1,1
21304,21304,9573,140,1,1,1
21305,21305,8014,45,3,1,1
21306,21306,7708,201,2,1,1
21307,21307,9283,236,2,1,1
21308,21308,9103,242,1,1,1
21309,21309,2758,51,1,1,1
21310,21310,7386,116,3,1,1
21311,21311,6580,247,3,1,1
21312,21312,5671,56,3,1,1
21313,21313,7354,313,1,1,1
21314,21314,8342,25,3,1,1
21315,21315,5480,284,3,1,1
21316,21316,6671,359,2,1,1
21317,21317,1775,12,3,1,1
21318,21318,4267,242,2,1,1
21319,21319,3790,352,2,1,1
21320,21320,6746,357,3,1,1
21321,21321,1852,35,1,1,1
21322,21322,8249,14,2,1,1
21323,21323,435,59,2,1,1
21324,21324,5086,54,3,1,1
21325,21325,2873,314,2,1,1
21326,21326,3296,105,2,1,1
21327,21327,4784,289,2,1,1
21328,21328,8021,162,1,1,1
21329,21329,9418,18,2,1,1
21330,21330,6524,30,1,1,1
21331,21331,9555,211,3,1,1
21332,21332,9643,119,2,1,1
21333,21333,9479,67,2,1,0
21334,21334,219,170,2,1,1
21335,21335,1412,242,3,1,1
21336,21336,9319,287,2,1,1
21337,21337,6369,323,3,1,1
21338,21338,6982,18,3,1,1
21339,21339,8088,292,3,1,1
21340,21340,1848,140,2,1,1
21341,21341,6892,46,1,1,1
21342,21342,5077,252,2,1,1
21343,21343,8953,243,2,1,1
21344,21344,3535,62,1,1,1
21345,21345,8830,363,1,1,0
21346,21346,2089,360,3,1,1
21347,21347,7403,257,3,1,1
21348,21348,1191,226,1,1,1
21349,21349,4099,31,3,1,1
21350,21350,4771,124,1,1,1
21351,21351,4913,70,1,1,1
21352,21352,5888,262,3,1,1
21353,21353,2533,5,2,1,1
21354,21354,2632,267,3,1,1
21355,21355,8238,201,2,1,1
21356,21356,8770,96,3,1,1
21357,21357,3235,156,2,1,1
21358,21358,1590,282,1,1,1
21359,21359,431,343,3,1,1
21360,21360,9528,343,1,1,1
21361,21361,4113,231,1,1,1
21362,21362,2836,183,2,1,1
21363,21363,6145,184,2,1,1
21364,21364,9359,86,3,1,0
21365,21365,9211,259,3,1,1
21366,21366,8773,231,1,1,1
21367,21367,2224,160,1,1,1
21368,21368,1509,53,3,1,1
21369,21369,8183,122,3,1,1
21370,21370,4046,101,2,1,1
21371,21371,5716,27,2,1,1
21372,21372,3739,303,1,1,1
21373,21373,3533,145,2,1,1
21374,21374,4620,131,3,1,1
21375,21375,6486,290,2,1,1
21376,21376,3050,320,1,1,1
21377,21377,7611,8,3,1,1
21378,21378,5732,53,1,1,1
21379,21379,6654,42,3,1,1
21380,21380,4536,167,2,1,1
21381,21381,1802,229,2,1,1
21382,21382,6104,70,3,1,1
21383,21383,4122,285,1,1,1
21384,21384,5383,148,1,1,1
21385,21385,2812,329,2,1,1
21386,21386,9225,250,1,1,1
21387,21387,2516,92,2,1,1
21388,21388,2239,165,3,1,1
21389,21389,4360,353,3,1,1
21390,21390,7952,5,2,1,1
21391,21391,2470,157,2,1,1
21392,21392,618,273,1,1,1
21393,21393,2953,230,1,1,1
21394,21394,447,270,2,1,1
21395,21395,3873,230,1,1,1
21396,21396,5887,254,2,1,1
21397,21397,9377,61,1,1,1
21398,21398,8521,209,2,1,1
21399,21399,1955,242,1,1,1
21400,21400,5641,45,1,1,1
21401,21401,1913,171,3,1,1
21402,21402,3115,301,2,1,1
21403,21403,5012,127,2,1,1
21404,21404,4118,21,2,1,1
21405,21405,8112,7,3,1,1
21406,21406,7715,326,2,1,1
21407,21407,5519,9,3,1,1
21408,21408,3525,151,3,1,1
21409,21409,5393,221,1,1,1
21410,21410,9229,105,2,1,1
21411,21411,8540,183,1,1,1
21412,21412,476,93,3,1,1
