airport_key,airport_code,airport_name,airport_type,municipality,country_key
1875,LPX,Liepāja International Airport,large_airport,Liepāja,133
1876,RIX,Riga International Airport,large_airport,Riga,133
1877,VNT,Ventspils International Airport,small_airport,Ventspils,133
1878,EXI,Excursion Inlet Seaplane Base,seaplane_base,Excursion Inlet,230
1879,KUN,Kaunas International Airport,large_airport,Kaunas,131
1880,PLQ,Palanga International Airport,large_airport,Palanga,131
1881,PNV,Panevėžys Air Base,medium_airport,Panevėžys,131
1882,SQQ,Šiauliai International Airport,medium_airport,Šiauliai,131
1883,VNO,Vilnius International Airport,large_airport,Vilnius,131
1884,RGR,Ranger Municipal Airport,small_airport,Ranger,230
1885,ALJ,Alexander Bay Airport,medium_airport,Alexander Bay,246
1886,AGZ,Aggeneys Airport,medium_airport,Aggeneys,246
1887,ADY,Alldays Airport,small_airport,Alldays,246
1888,BIY,Bisho Airport,medium_airport,Bisho,246
1889,BFN,Bram Fischer International Airport,large_airport,Bloemfontein,246
1890,UTE,Bultfontein Airport,small_airport,Bultfontein,246
1891,ASS,Arathusa Safari Lodge Airport,small_airport,Arathusa,246
1892,CDO,Cradock Airport,small_airport,Cradock,246
1893,CRR,Ceres Airport,small_airport,Ceres,246
1894,CVQ,Carnarvon Airport,small_airport,Carnarvon,246
1895,CPT,Cape Town International Airport,large_airport,Cape Town,246
1896,DND,Dundee Airport,small_airport,Dundee,246
1897,DUK,Mubatuba Airport,small_airport,Mubatuba,246
1898,PZL,Zulu Inyala Airport,small_airport,Phinda,246
1899,ELS,King Phalo Airport,large_airport,East London,246
1900,EMG,Empangeni Airport,small_airport,Empangeni,246
1901,ELL,Ellisras Matimba Airport,small_airport,Ellisras,246
1902,FCB,Ficksburg Sentraoes Airport,medium_airport,Ficksburg,246
1903,GCJ,Grand Central Airport,medium_airport,Midrand,246
1904,GRJ,George Airport,large_airport,George,246
1905,GIY,Giyani Airport,small_airport,Giyani,246
1906,QRA,Rand Airport,medium_airport,Johannesburg,246
1907,HLW,Hluhluwe Airport,small_airport,Hluhluwe,246
1908,HRS,Harrismith Airport,medium_airport,Harrismith,246
1909,HDS,Eastgate Airport / Air Force Base Hoedspruit,medium_airport,Hoedspruit,246
1910,KXE,P C Pelser Airport,medium_airport,Klerksdorp,246
1911,KIM,Kimberley Airport,large_airport,Kimberley,246
1912,MQP,Kruger Mpumalanga International Airport,large_airport,Mbombela,246
1913,KOF,Komatipoort Airport,small_airport,Komatipoort,246
1914,KMH,Johan Pienaar Airport,medium_airport,Kuruman,246
1915,KLZ,Kleinsee Airport,medium_airport,Kleinsee,246
1916,HLA,Lanseria International Airport,large_airport,Johannesburg,246
1917,LMR,Lime Acres Finsch Mine Airport,medium_airport,Lime Acres,246
1918,LDZ,Londolozi Airport,small_airport,Londolozi,246
1919,DUR,King Shaka International Airport,large_airport,Durban,246
1920,LUJ,Lusikisiki Airport,closed,Lusikisiki,246
1921,LCD,Louis Trichardt Airport,small_airport,Louis Trichardt,246
1922,PUX,El Mirador Airport,small_airport,Ardmore,246
1923,SDB,Langebaanweg Airport,medium_airport,Langebaanweg,246
1924,LAY,Ladysmith Airport,medium_airport,Ladysmith,246
1925,AAM,Malamala Airport,medium_airport,Malamala,246
1926,MGH,Margate Airport,medium_airport,Margate,246
1927,MEZ,Musina(Messina) Airport,small_airport,Musina,246
1928,MBD,Mmabatho International Airport,medium_airport,Mafeking,246
1929,LLE,Malelane Airport,small_airport,Malelane,246
1930,MZY,Mossel Bay Airport,small_airport,Mossel Bay,246
1931,MZQ,Mkuze Airport,medium_airport,Mkuze,246
1932,NCS,Newcastle Airport,medium_airport,Newcastle,246
1933,NGL,Ngala Airport,small_airport,Ngala,246
1934,NLP,Nelspruit Airport,small_airport,Nelspruit,246
1935,OVG,Overberg Airport,small_airport,Overberg,246
1936,OUH,Oudtshoorn Airport,medium_airport,Oudtshoorn,246
1937,JNB,O.R. Tambo International Airport,large_airport,Johannesburg,246
1938,AFD,Port Alfred Airport,small_airport,Port Alfred,246
1939,PLZ,Chief Dawid Stuurman International Airport,large_airport,Gqeberha (Port Elizabeth),246
1940,PBZ,Plettenberg Bay Airport,medium_airport,Plettenberg Bay,246
1941,PHW,Hendrik Van Eck Airport,medium_airport,Phalaborwa,246
1942,JOH,Port St Johns Airport,medium_airport,Port St Johns,246
1943,PRK,Prieska Airport,small_airport,Prieska,246
1944,PZB,Pietermaritzburg Airport,medium_airport,Pietermaritzburg,246
1945,NTY,Pilanesberg International Airport,medium_airport,Pilanesberg,246
1946,PTG,Polokwane International Airport,large_airport,Polokwane,246
1947,PCF,Potchefstroom Airport,medium_airport,Potchefstroom,246
1948,UTW,Queenstown Airport,medium_airport,Queenstown,246
1949,RCB,Richards Bay Airport,medium_airport,Richards Bay,246
1950,RVO,Reivilo Airport,small_airport,Reivilo,246
1951,RCM,Richmond Airport,small_airport,Richmond,246
1952,ROD,Robertson Airport,medium_airport,Robertson,246
1953,SBU,Springbok Airport,medium_airport,Springbok,246
1954,ZEC,Secunda Airport,medium_airport,Secunda,246
1955,GSS,Sabi Sabi Airport,small_airport,Belfast,246
1956,SIS,Sishen Airport,medium_airport,Sishen,246
1957,SZK,Skukuza Airport,medium_airport,Skukuza,246
1958,THY,Thohoyandou Airport,small_airport,Thohoyandou,246
1959,TCU,Thaba Nchu Tar Airport,small_airport,Homeward,246
1960,LTA,Tzaneen Airport,medium_airport,Tzaneen,246
1961,ULD,Prince Mangosuthu Buthelezi Airport,medium_airport,Ulundi,246
1962,UTN,Upington International Airport,large_airport,Upington,246
1963,ULX,Ulusaba Airport,small_airport,Ulusaba,246
1964,UTT,K. D. Matanzima Airport,medium_airport,Mthatha,246
1965,VRU,Vryburg Airport,medium_airport,Vyrburg,246
1966,VIR,Virginia Airport,medium_airport,Durban,246
1967,VRE,Vredendal Airport,medium_airport,Vredendal,246
1968,VYD,Vryheid Airport,small_airport,Vryheid,246
1969,PRY,Wonderboom Airport,medium_airport,Pretoria,246
1970,WKF,Waterkloof Air Force Base,medium_airport,Pretoria,246
1971,FRW,Phillip Gaonwe Matante International Airport,large_airport,Francistown,33
1972,GNZ,Ghanzi Airport,small_airport,Ghanzi,33
1973,JWA,Jwaneng Airport,medium_airport,Jwaneng,33
1974,BBK,Kasane International Airport,large_airport,Kasane,33
1975,KHW,Khwai River Lodge Airport,small_airport,Khwai River Lodge,33
1976,LOQ,Lobatse Airport,small_airport,Lobatse,33
1977,MUB,Maun International Airport,large_airport,Maun,33
1978,ORP,Orapa Airport,small_airport,Orapa,33
1979,QPH,Palapye Airport,small_airport,Palapye,33
1980,GBE,Sir Seretse Khama International Airport,large_airport,Gaborone,33
1981,SXN,Sua Pan Airport,medium_airport,Sowa,33
1982,PKW,Selebi Phikwe Airport,medium_airport,Selebi Phikwe,33
1983,SVT,Savuti Airport,small_airport,Savuti,33
1984,SWX,Shakawe Airport,small_airport,Shakawe,33
1985,TLD,Tuli Lodge Airport,small_airport,Tuli Lodge,33
1986,TBY,Tshabong Airport,small_airport,Tshabong,33
1987,BZV,Maya-Maya International Airport,large_airport,Brazzaville,40
1988,DJM,Djambala Airport,small_airport,Djambala,40
1989,KNJ,Kindamba Airport,small_airport,Kindamba,40
1990,LCO,Lague Airport,small_airport,Lague,40
1991,MUY,Mouyondzi Airport,small_airport,Mouyondzi,40
1992,SIB,Sibiti Airport,small_airport,Sibiti,40
1993,NKY,Yokangassi Airport,small_airport,Nkayi,40
1994,ANJ,Zanaga Airport,small_airport,Zanaga,40
1995,MSX,Mossendjo Airport,small_airport,Mossendjo,40
1996,BOE,Boundji Airport,small_airport,Boundji,40
1997,OLL,Oyo Ollombo Airport,medium_airport,Oyo,40
1998,EWO,Ewo Airport,small_airport,Ewo,40
1999,GMM,Gamboma Airport,small_airport,Gamboma,40
2000,ION,Impfondo Airport,small_airport,Impfondo,40
2001,KEE,Kelle Airport,small_airport,Kelle,40
2002,MKJ,Makoua Airport,small_airport,Makoua,40
2003,FTX,Owando Airport,medium_airport,Owando,40
2004,SOE,Souanke Airport,small_airport,Souanke,40
2005,BTB,Betou Airport,small_airport,Betou,40
2006,OUE,Ouesso Airport,medium_airport,Unknown,40
2007,KMK,Makabana Airport,small_airport,Makabana,40
2008,DIS,Ngot Nzoungou Airport,medium_airport,Dolisie,40
2009,PNR,Antonio Agostinho-Neto International Airport,large_airport,Pointe Noire,40
2010,MTS,Matsapha International Airport,large_airport,Manzini,210
2011,SHO,King Mswati III International Airport,large_airport,Mpaka,210
2012,CRF,Carnot Airport,small_airport,Carnot,39
2013,BGF,Bangui M'Poko International Airport,large_airport,Bangui,39
2014,BGU,Bangassou Airport,small_airport,Bangassou,39
2015,IRO,Birao Airport,small_airport,Birao,39
2016,BBY,Bambari Airport,small_airport,Bambari,39
2017,NDL,N'Délé Airport,small_airport,N'Délé,39
2018,BOP,Bouar Airport,small_airport,Bouar,39
2019,BIV,Bria Airport,small_airport,Bria,39
2020,BSN,Bossangoa Airport,small_airport,Bossangoa,39
2021,BBT,Berbérati Airport,medium_airport,Berbérati,39
2022,ODA,Ouadda Airport,small_airport,Ouadda,39
2023,AIG,Yalinga Airport,small_airport,Yalinga,39
2024,IMO,Zemio Airport,small_airport,Zemio,39
2025,MKI,M'Boki Airport,small_airport,Mboki,39
2026,BTG,Batangafo Airport,small_airport,Batangafo,39
2027,GDI,Gordil Airport,small_airport,Melle,39
2028,BMF,Bakouma Airport,small_airport,Bakouma,39
2029,ODJ,Ouanda Djallé Airport,small_airport,Ouanda Djallé,39
2030,RFA,Rafaï Airport,small_airport,Rafaï,39
2031,BCF,Bouca Airport,small_airport,Bouca,39
2032,BOZ,Bozoum Airport,small_airport,Bozoum,39
2033,NBN,Annobón Airport,small_airport,San Antonio de Palé,86
2034,BSG,Bata International Airport,large_airport,Bata,86
2035,GEM,President Obiang Nguema International Airport,large_airport,Mengomeyén,86
2036,SSG,Malabo International Airport,large_airport,Malabo,86
2037,ASI,RAF Ascension Island,medium_airport,Cat Hill,197
2038,HLE,Saint Helena International Airport,medium_airport,Jamestown,197
2039,HEM,Helsinki Malmi Airport,closed,Helsinki,68
2040,MRU,Sir Seewoosagur Ramgoolam International Airport,large_airport,Plaine Magnien,152
2041,RRG,Sir Charles Gaetan Duval Airport,medium_airport,Port Mathurin,152
2042,VAU,Vatukoula Airport,closed,Vatukoula,69
2043,AQS,Biaugunu Airport,closed,"Saqani, Cakaudrove",69
2044,BVF,Bui-Dama Airport,closed,Bua,69
2045,NTA,Natadola Airport,closed,Mbatiri,69
2046,NKW,Naval Support Facility Diego Garcia,medium_airport,Diego Garcia,104
2047,SQL,San Carlos Airport,closed,San Carlos,70
2048,DNB,Dunbar Airport,closed,Dunbar,70
2049,KBI,Kribi Airport,small_airport,Kribi,45
2050,TKC,Tiko Airport,medium_airport,Tiko,45
2051,DLA,Douala International Airport,large_airport,Douala,45
2052,MMF,Mamfe Airport,small_airport,Mamfe,45
2053,BLC,Bali Airport,small_airport,Bali,45
2054,KLE,Kaélé Airport,small_airport,Kaélé,45
2055,OUR,Batouri Airport,small_airport,Batouri,45
2056,GXX,Yagoua Airport,small_airport,Yagoua,45
2057,MVR,Salak Airport,medium_airport,Maroua,45
2058,FOM,Foumban Nkounja Airport,medium_airport,Foumban,45
2059,NGE,N'Gaoundéré Airport,medium_airport,N'Gaoundéré,45
2060,BTA,Bertoua Airport,small_airport,Bertoua,45
2061,GOU,Garoua International Airport,large_airport,Garoua,45
2062,DSC,Dschang Airport,small_airport,Dschang,45
2063,BFX,Bafoussam Airport,medium_airport,Bafoussam,45
2064,BPC,Bamenda Airport,medium_airport,Bamenda,45
2065,EBW,Ebolowa Airport,small_airport,Ebolowa,45
2066,YAO,Yaoundé Ville Airport,medium_airport,Yaoundé,45
2067,NSI,Yaoundé Nsimalen International Airport,large_airport,Yaoundé,45
2068,HSP,Ingalls Field,small_airport,Miccosukee,230
2069,MMQ,Mbala Airport,small_airport,Mbala,247
2070,CIP,Chipata Airport,small_airport,Chipata,247
2071,CGX,Chunga Airstrip,small_airport,Chunga,247
2072,JEK,Jeki Airport,small_airport,Jeki,247
2073,CGJ,Kasompe Airport,medium_airport,Chingola,247
2074,KLB,Kalabo Airport,small_airport,Kalabo,247
2075,KMZ,Kaoma Airport,small_airport,Kaoma,247
2076,KAA,Kasama Airport,small_airport,Kasama,247
2077,ZKB,Kasaba Bay Airport,small_airport,Kasaba Bay,247
2078,LVI,Harry Mwanga Nkumbula International Airport,large_airport,Livingstone,247
2079,LXU,Lukulu Airport,small_airport,Lukulu,247
2080,LUN,Kenneth Kaunda International Airport,large_airport,Lusaka,247
2081,MNS,Mansa Airport,small_airport,Mansa,247
2082,MFU,Mfuwe Airport,medium_airport,Mfuwe,247
2083,MNR,Mongu Airport,medium_airport,Mongu,247
2084,ZGM,Ngoma Airport,small_airport,Ngoma,247
2085,NLA,Simon Mwansa Kapwepwe International Airport,medium_airport,Ndola,247
2086,SXG,Senanga Airport,small_airport,Senanga,247
2087,KIW,Southdowns Airport,medium_airport,Kitwe,247
2088,SJQ,Sesheke Airport,small_airport,Sesheke,247
2089,SLI,Solwesi Airport,small_airport,Solwesi,247
2090,FLT,Flat Airport,small_airport,Flat,230
2091,BBZ,Zambezi Airport,small_airport,Zambezi,247
2092,ULI,Ulithi Airport,small_airport,Falalop Island,71
2093,HAH,Prince Said Ibrahim International Airport,large_airport,Moroni,117
2094,NWA,Mohéli Bandar Es Eslam Airport,medium_airport,Fomboni,117
2095,AJN,Ouani Airport,medium_airport,Ouani,117
2096,DZA,Dzaoudzi Pamandzi International Airport,large_airport,Dzaoudzi,245
2097,RUN,Roland Garros Airport,large_airport,Sainte-Marie,186
2098,ZSE,Pierrefonds Airport,medium_airport,Saint-Pierre,186
2099,OHB,Ambohibary Airport,small_airport,Moramanga,140
2100,WML,Malaimbandy Airport,small_airport,Malaimbandy,140
2101,ATJ,Antsirabe Airport,small_airport,Antsirabe,140
2102,WAQ,Antsalova Airport,small_airport,Antsalova,140
2103,VVB,Mahanoro Airport,small_airport,Mahanoro,140
2104,TNR,Ivato International Airport,large_airport,Antananarivo,140
2105,JVA,Ankavandra Airport,small_airport,Ankavandra,140
2106,BMD,Belo sur Tsiribihina Airport,small_airport,Belo sur Tsiribihina,140
2107,ZVA,Miandrivazo Airport,medium_airport,Miandrivazo,140
2108,MXT,Maintirano Airport,small_airport,Maintirano,140
2109,ILK,Atsinanana Airport,small_airport,Ilaka,140
2110,TVA,Morafenobe Airport,small_airport,Morafenobe,140
2111,SMS,Sainte Marie Airport,medium_airport,Vohilava,140
2112,TMM,Toamasina Ambalamanasy Airport,large_airport,Toamasina,140
2113,WTA,Tambohorano Airport,small_airport,Tambohorano,140
2114,MOQ,Morondava Airport,medium_airport,Morondava,140
2115,WTS,Tsiroanomandidy Airport,small_airport,Tsiroanomandidy,140
2116,VAT,Vatomandry Airport,small_airport,Vatomandry,140
2117,WAM,Ambatondrazaka Airport,small_airport,Ambatondrazaka,140
2118,DIE,Arrachart Airport,medium_airport,Antisiranana,140
2119,WMR,Mananara Nord Airport,medium_airport,Mananara Nord,140
2120,ZWA,Andapa Airport,medium_airport,Unknown,140
2121,AMB,Ambilobe Airport,small_airport,Unknown,140
2122,WBD,Avaratra Airport,small_airport,Befandriana,140
2123,WPB,Port Bergé Airport,small_airport,Port Bergé,140
2124,ANM,Antsirabe Airport,medium_airport,Antsirabe,140
2125,HVA,Analalava Airport,medium_airport,Analalava,140
2126,MJN,Amborovy Airport,large_airport,Mahajanga,140
2127,NOS,Nosy Be-Fascene International Airport,medium_airport,Nosy Be,140
2128,DWB,Soalala Airport,small_airport,Soalala,140
2129,WMP,Mampikony Airport,small_airport,Mampikony,140
2130,BPY,Besalampy Airport,medium_airport,Besalampy,140
2131,WMN,Maroantsetra Airport,medium_airport,Maroantsetra,140
2132,SVB,Sambava Airport,medium_airport,Sambava,140
2133,TTS,Tsaratanana Airport,small_airport,Tsaratanana,140
2134,VOH,Vohemar Airport,medium_airport,Vohemar,140
2135,WAI,Ambalabe Airport,medium_airport,Antsohihy,140
2136,WMA,Mandritsara Airport,small_airport,Mandritsara,140
2137,IVA,Ampampamena Airport,small_airport,Unknown,140
2138,WBO,Antsoa Airport,small_airport,Beroroha,140
2139,WMD,Mandabe Airport,small_airport,Mandabe,140
2140,FTU,Tôlanaro Airport,medium_airport,Tôlanaro,140
2141,WFI,Fianarantsoa Airport,medium_airport,Fianarantsoa,140
2142,RVA,Farafangana Airport,small_airport,Farafangana,140
2143,IHO,Ihosy Airport,small_airport,Ihosy,140
2144,MJA,Manja Airport,small_airport,Manja,140
2145,WVK,Manakara Airport,medium_airport,Manakara,140
2146,OVA,Bekily Airport,small_airport,Bekily,140
2147,MNJ,Mananjary Airport,medium_airport,Mananjary,140
2148,TDV,Samangoky Airport,small_airport,Tanandava,140
2149,MXM,Morombe Airport,medium_airport,Morombe,140
2150,TLE,Toliara Airport,medium_airport,Toliara,140
2151,VND,Vangaindrano Airport,small_airport,Vangaindrano,140
2152,BKU,Betioky Airport,small_airport,Betioky,140
2153,AMP,Ampanihy Airport,small_airport,Ampanihy,140
2154,WAK,Ankazoabo Airport,small_airport,Ankazoabo,140
2155,AZZ,Ambriz Airport,small_airport,Ambriz,8
2156,SSY,Mbanza Congo Airport,medium_airport,Mbanza Congo,8
2157,BUG,Benguela Airport,medium_airport,Benguela,8
2158,GGC,Lumbala Airport,small_airport,Lumbala N'guimbo,8
2159,CAB,Cabinda Airport,medium_airport,Cabinda,8
2160,CFF,Cafunfo Airport,small_airport,Cafunfo,8
2161,PGI,Chitato Airport,small_airport,Chitato,8
2162,KNP,Kapanda Airport,small_airport,Capanda,8
2163,CBT,Catumbela Airport,medium_airport,Catumbela,8
2164,CTI,Cuito Cuanavale Airport,small_airport,Cuito Cuanavale,8
2165,CXM,Camaxilo Airport,small_airport,Camaxilo,8
2166,CAV,Cazombo Airport,small_airport,Cazombo,8
2167,DUE,Dundo Airport,medium_airport,Chitato,8
2168,VPE,Ngjiva Pereira Airport,medium_airport,Ngiva,8
2169,NOV,Albano Machado Airport,medium_airport,Huambo,8
2170,SVP,Kuito Airport,medium_airport,Kuito,8
2171,LBZ,Lucapa Airport,small_airport,Lucapa,8
2172,LAD,Quatro de Fevereiro International Airport,large_airport,Luanda,8
2173,LZM,Luzamba Airport,small_airport,Luzamba,8
2174,MEG,Malanje Airport,medium_airport,Malanje,8
2175,SPP,Menongue Airport,medium_airport,Menongue,8
2176,MSZ,Welwitschia Mirabilis International Airport,medium_airport,Moçâmedes,8
2177,GXG,Negage Airport,medium_airport,Negage,8
2178,PBN,Porto Amboim Airport,medium_airport,Port Amboim,8
2179,VHC,Saurimo Airport,medium_airport,Saurimo,8
2180,SZA,Soyo Airport,medium_airport,Soyo,8
2181,NDD,Sumbe Airport,medium_airport,Sumbe,8
2182,UAL,Luau Airport,small_airport,Luau,8
2183,SDD,Lubango Mukanka International Airport,medium_airport,Lubango,8
2184,LUO,Luena Airport,medium_airport,Luena,8
2185,UGO,Uige Airport,medium_airport,Uige,8
2186,CEO,Waco Kungo Airport,small_airport,Waco Kungo,8
2187,XGN,Xangongo Airport,medium_airport,Xangongo,8
2188,ARZ,N'zeto Airport,small_airport,N'zeto,8
2189,NZA,Nzagi Airport,small_airport,Nzagi,8
2190,AKE,Akieni Airport,small_airport,Akieni,74
2191,BGB,Booue Airport,small_airport,Booue,74
2192,KDN,Ndende Airport,small_airport,Ndende,74
2193,FOU,Fougamou Airport,small_airport,Fougamou,74
2194,MBC,M'Bigou Airport,small_airport,M'Bigou,74
2195,MGX,Moabi Airport,small_airport,Moabi,74
2196,KDJ,Ville Airport,small_airport,N'Djolé,74
2197,KOU,Koulamoutou Mabimbi Airport,medium_airport,Koulamoutou,74
2198,MJL,Mouilla Ville Airport,medium_airport,Mouila,74
2199,OYE,Oyem Airport,medium_airport,Oyem,74
2200,OKN,Okondja Airport,medium_airport,Okondja,74
2201,LBQ,Lambarene Airport,medium_airport,Lambarene,74
2202,MVX,Minvoul Airport,small_airport,Minvoul,74
2203,AWE,Alowe Airport,small_airport,Wonga Wongué Presidential Reserve,74
2204,BMM,Bitam Airport,medium_airport,Bitam,74
2205,MFF,Moanda Airport,small_airport,Moanda,74
2206,MKB,Mekambo Airport,small_airport,Mekambo,74
2207,POG,Port Gentil International Airport,large_airport,Port Gentil,74
2208,OMB,Omboue Hospital Airport,medium_airport,Omboue,74
2209,IGE,Tchongorove Airport,small_airport,Iguela,74
2210,MKU,Makokou Airport,medium_airport,Makokou,74
2211,LBV,Libreville Leon M'ba International Airport,large_airport,Libreville,74
2212,MZC,Mitzic Airport,small_airport,Mitzic,74
2213,MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,large_airport,Franceville,74
2214,LTL,Lastourville Airport,small_airport,Lastourville,74
2215,ZKM,Sette Cama Airport,small_airport,Sette Cama,74
2216,TCH,Tchibanga Airport,small_airport,Tchibanga,74
2217,MYB,Mayumba Airport,small_airport,Mayumba,74
2218,FOY,Foya Airport,small_airport,Foya,129
2219,PCP,Principe Airport,medium_airport,São Tomé & Príncipe,206
2220,TMS,São Tomé International Airport,large_airport,São Tomé,206
2221,ANO,Angoche Airport,small_airport,Angoche,157
2222,BEW,Beira International Airport,large_airport,Beira,157
2223,FXO,Cuamba Airport,small_airport,Cuamba,157
2224,VPY,Chimoio Airport,medium_airport,Chimoio,157
2225,IHC,Inhaca Airport,small_airport,Inhaca,157
2226,IBO,Ibo Airport,small_airport,Ibo,157
2227,INH,Inhambane Airport,medium_airport,Inhambane,157
2228,VXC,Lichinga Airport,medium_airport,Lichinga,157
2229,LFB,Lumbo Airport,small_airport,Lumbo,157
2230,MPM,Maputo Airport,large_airport,Maputo,157
2231,MUD,Mueda Airport,medium_airport,Mueda,157
2232,MZB,Mocímboa da Praia Airport,medium_airport,Mocímboa da Praia,157
2233,MNC,Nacala Airport,small_airport,Nacala,157
2234,APL,Nampula Airport,medium_airport,Nampula,157
2235,POL,Pemba Airport,medium_airport,Pemba,157
2236,PDD,Ponta do Ouro Airport,small_airport,Ponta do Ouro,157
2237,UEL,Quelimane Airport,medium_airport,Quelimane,157
2238,TET,Chingozi Airport,medium_airport,Tete,157
2239,VNX,Vilankulo Airport,medium_airport,Vilanculo,157
2240,VJB,Xai-Xai Chongoene Airport,small_airport,Xai-Xai,157
2241,MZM,Metz-Frescaty (BA 128) Air Base,closed,Augny,73
2242,RHE,Reims-Champagne (BA 112) Air Base,closed,"Bétheny, Marne",73
2243,FRJ,Fréjus Airport,closed,"Fréjus, Var",73
2244,DES,Desroches Airport,small_airport,Desroches Island,193
2245,SEZ,Seychelles International Airport,large_airport,Victoria,193
2246,FSL,Fossil Downs Airport,small_airport,Fossil Downs Station,13
2247,PRI,Praslin Island Airport,medium_airport,Praslin Island,193
2248,BDI,Bird Island Airport,small_airport,Bird Island,193
2249,DEI,Denis Island Airport,small_airport,Denis Island,193
2250,FRK,Frégate Island Airport (UNUSABLE),small_airport,Frégate Island,193
2251,SRH,Sarh Airport,small_airport,Sarh,212
2252,OGR,Bongor Airport,small_airport,Bongor,212
2253,AEH,Abeche Airport,medium_airport,Abeche,212
2254,MQQ,Moundou Airport,medium_airport,Moundou,212
2255,LTC,Lai Airport,small_airport,Lai,212
2256,ATV,Ati Airport,small_airport,Ati,212
2257,NDJ,N'Djamena International Airport,large_airport,N'Djamena,212
2258,BKR,Bokoro Airport,small_airport,Bokoro,212
2259,OTC,Bol-Berim Airport,small_airport,Bol,212
2260,MVO,Mongo Airport,small_airport,Mongo,212
2261,AMC,Am Timan Airport,small_airport,Am Timan,212
2262,PLF,Pala Airport,small_airport,Pala,212
2263,OUT,Bousso Airport,small_airport,Bousso,212
2264,AMO,Mao Airport,small_airport,Mao,212
2265,FYT,Faya-Largeau Airport,medium_airport,Faya-Largeau,212
2266,FUB,Fulleborn Airport,small_airport,Fulleborn,174
2267,BZH,Bumi Hills Airport,small_airport,Bumi,248
2268,BUQ,Joshua Mqabuko Nkomo International Airport,large_airport,Bulawayo,248
2269,CHJ,Chipinge Airport,small_airport,Chipinge,248
2270,BFO,Buffalo Range Airport,medium_airport,Chiredzi,248
2271,VFA,Victoria Falls International Airport,large_airport,Victoria Falls,248
2272,HRE,Robert Gabriel Mugabe International Airport,large_airport,Harare,248
2273,KAB,Kariba International Airport,medium_airport,Kariba,248
2274,MJW,Mahenye Airport,small_airport,Gonarezhou National Park,248
2275,UTA,Mutare Airport,small_airport,Mutare,248
2276,MVZ,Masvingo International Airport,medium_airport,Masvingo,248
2277,GWE,Gweru - Thornhill Air Base,medium_airport,Gweru,248
2278,HWN,Hwange National Park Airport,medium_airport,Gwayi River Farms,248
2279,WKI,Hwange (Town) Airport,small_airport,Hwange,248
2280,INY,Inyati Airport,small_airport,Inyati,248
2281,CEH,Chelinda Malawi Airport,small_airport,Unknown,154
2282,BLZ,Chileka International Airport,large_airport,Blantyre,154
2283,CMK,Club Makokola Airport,small_airport,Club Makokola,154
2284,DWA,Dwangwa Airport,medium_airport,Dwangwa,154
2285,KGJ,Karonga Airport,medium_airport,Karonga,154
2286,KBQ,Kasungu Airport,small_airport,Kasungu,154
2287,LLW,Kamuzu International Airport,large_airport,Lumbadzi,154
2288,LIX,Likoma Island Airport,small_airport,Likoma Island,154
2289,MYZ,Monkey Bay Airport,small_airport,Monkey Bay,154
2290,LMB,Salima Airport,small_airport,Salima,154
2291,ZZU,Mzuzu Airport,medium_airport,Mzuzu,154
2292,LEF,Lebakeng Airport,small_airport,Lebakeng,130
2293,LRB,Leribe Airport,small_airport,Leribe,130
2294,LES,Lesobeng Airport,small_airport,Lesobeng,130
2295,MFC,Mafeteng Airport,small_airport,Mafeteng,130
2296,MKH,Mokhotlong Airport,small_airport,Mokhotlong,130
2297,MSU,Moshoeshoe I International Airport,large_airport,Maseru(Mazenod),130
2298,NKU,Nkaus Airport,small_airport,Nkaus,130
2299,PEL,Pelaneng Airport,small_airport,Pelaneng,130
2300,UTG,Quthing Airport,small_airport,Quthing,130
2301,UNE,Qacha's Nek Airport,small_airport,Qacha's Nek,130
2302,SHK,Sehonghong Airport,small_airport,Sehonghong,130
2303,SKQ,Sekakes Airport,small_airport,Sekakes,130
2304,SOK,Semonkong Airport,small_airport,Semonkong,130
2305,SHZ,Seshutes Airport,small_airport,Seshutes,130
2306,THB,Thaba-Tseka Airport,small_airport,Thaba-Tseka,130
2307,TKO,Tlokoeng Airport,small_airport,Tlokoeng,130
2308,FIH,Ndjili International Airport,large_airport,Kinshasa,38
2309,NLO,Ndolo Airport,medium_airport,N'dolo,38
2310,MNB,Muanda Airport,small_airport,Muanda,38
2311,BOA,Boma Airport,small_airport,Boma,38
2312,LZI,Luozi Airport,small_airport,Luozi,38
2313,MAT,Tshimpi Airport,small_airport,Matadi,38
2314,NKL,N'Kolo-Fuma Airport,small_airport,N'Kolo-Fuma,38
2315,INO,Inongo Airport,small_airport,Inongo,38
2316,NIO,Nioki Airport,small_airport,Nioki,38
2317,FDU,Bandundu Airport,medium_airport,Bandundu,38
2318,KRZ,Kiri Airport,small_airport,Kiri,38
2319,KKW,Kikwit Airport,medium_airport,Kikwit,38
2320,IDF,Idiofa Airport,small_airport,Idiofa,38
2321,LUS,Lusanga Airport,closed,Lusanga,38
2322,MSM,Masi Manimba Airport,small_airport,Masi Manimba,38
2323,IRP,Matari Airport,small_airport,Matari,38
2324,MDK,Mbandaka Airport,medium_airport,Mbandaka,38
2325,BSU,Basankusu Airport,small_airport,Basankusu,38
2326,LIE,Libenge Airport,small_airport,Libenge,38
2327,BDT,Gbadolite Airport,medium_airport,Gbadolite,38
2328,GMA,Gemena Airport,medium_airport,Gemena,38
